TID: [2023-10-09 14:48:53,393]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
TID: [-1234] [] [2023-10-09 15:43:04,002]  INFO {org.wso2.carbon.core.ServerManagement} - All deployment tasks have been completed.
TID: [-1234] [] [2023-10-09 15:43:04,002]  INFO {org.wso2.carbon.core.ServerManagement} - Waiting for server task completion...
TID: [-1234] [] [2023-10-09 15:43:04,011]  INFO {org.wso2.carbon.core.ServerManagement} - All server tasks have been completed.
TID: [-1234] [] [2023-10-09 15:43:04,011]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutting down WSO2 API Manager...
TID: [-1234] [] [2023-10-09 15:43:04,011]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:05,013]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:05,013]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#notification
TID: [-1234] [] [2023-10-09 15:43:05,013]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:06,016]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:06,016]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#keyManager
TID: [-1234] [] [2023-10-09 15:43:06,019]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:08,023]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:08,023]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#throttleData
TID: [-1234] [] [2023-10-09 15:43:08,023]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:10,025]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:10,025]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#tokenRevocation
TID: [-1234] [] [2023-10-09 15:43:11,029]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:11,029]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#cacheInvalidation
TID: [-1234] [] [2023-10-09 15:43:12,031]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:12,032]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#notification
TID: [-1234] [] [2023-10-09 15:43:14,035]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:14,035]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#throttleData
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTaskManager} - Task manager for jms consumer 1000 shutdown
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSListener} - Stopped listening for JMS messages to listener : Siddhi-JMS-Consumer#asyncWebhooksData
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:15,041]  INFO {org.wso2.carbon.apimgt.common.jms.JMSTransportHandler} - Starting to Shutdown the Listener...
TID: [-1234] [] [2023-10-09 15:43:15,047]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutting down OSGi framework...
TID: [-1234] [] [2023-10-09 15:43:15,082]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Stopping CarbonServerManager...
TID: [-1234] [] [2023-10-09 15:43:15,083]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WSS Sender Shutdown
TID: [-1234] [] [2023-10-09 15:43:15,083]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSender} - HTTP Sender shutdown
TID: [-1234] [] [2023-10-09 15:43:15,085]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSSLSender} - HTTPS Sender shutdown
TID: [-1234] [] [2023-10-09 15:43:15,085]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WS Sender Shutdown
TID: [-1234] [] [2023-10-09 15:43:15,085]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Destroying PassThroughHttpListener
TID: [-1234] [] [2023-10-09 15:43:15,085]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Destroying PassThroughHttpListener
TID: [-1234] [] [2023-10-09 15:43:15,117]  INFO {org.wso2.carbon.event.processor.core.internal.CarbonEventProcessorService} - Successfully shutdown ExecutionPlans
TID: [-1234] [] [2023-10-09 15:43:15,193]  INFO {org.apache.synapse.Axis2SynapseController} - Undeploying the Synapse service...
TID: [-1234] [] [2023-10-09 15:43:15,193]  INFO {org.apache.synapse.Axis2SynapseController} - Undeploying Proxy services...
TID: [-1234] [] [2023-10-09 15:43:15,193]  INFO {org.apache.synapse.Axis2SynapseController} - Undeploying EventSources...
TID: [-1234] [] [2023-10-09 15:43:15,199]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Destroying Inbound Endpoint: WebSocketInboundEndpoint
TID: [-1234] [] [2023-10-09 15:43:15,225]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Destroying Inbound Endpoint: SecureWebSocketEP
TID: [-1234] [] [2023-10-09 15:43:15,233]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Destroying Inbound Endpoint: WebhookServer
TID: [-1234] [] [2023-10-09 15:43:15,233]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Closing Endpoint Listener for port 9021
TID: [-1234] [] [2023-10-09 15:43:16,234]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Successfully closed Endpoint Listener for port 9021
TID: [-1234] [] [2023-10-09 15:43:16,234]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Destroying Inbound Endpoint: SecureWebhookServer
TID: [-1234] [] [2023-10-09 15:43:16,235]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Closing Endpoint Listener for port 8021
TID: [-1234] [] [2023-10-09 15:43:17,238]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Successfully closed Endpoint Listener for port 8021
TID: [-1234] [] [2023-10-09 15:43:17,238]  INFO {org.apache.synapse.api.API} - {api:neoinix-apiAPICustomers:vv1} Destroying API: neoinix-apiAPICustomers:vv1
TID: [-1234] [] [2023-10-09 15:43:17,238]  INFO {org.apache.synapse.api.API} - {api:_OpenService_} Destroying API: _OpenService_
TID: [-1234] [] [2023-10-09 15:43:17,238]  INFO {org.apache.synapse.task.SynapseTaskManager} - Shutting down the task manager
TID: [-1234] [] [2023-10-09 15:43:17,245]  INFO {org.wso2.carbon.metrics.impl.reporter.AbstractReporter} - Stopped JMX reporter for Metrics
TID: [-1234] [] [2023-10-09 15:43:17,311]  INFO {org.wso2.carbon.tomcat.ext.internal.CarbonTomcatServiceComponent} - Stopping the carbon web-app registered under : /
TID: [-1234] [] [2023-10-09 15:43:17,440]  INFO {org.wso2.carbon.apimgt.eventing.hub.internal.ServiceComponent} - Eventing Hub ServiceComponent is deactivated
TID: [-1234] [] [2023-10-09 15:43:17,442]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher_1.10.0_2.xml
TID: [-1234] [] [2023-10-09 15:43:17,445]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : jmsEventPublisher_1.10.0_2.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,445]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : jmsEventPublisher-1.0.0-2  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,445]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : keymgtEventJMSEventPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : keymgtEventJMSEventPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : keymgtEventJMSEventPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : globalCacheInvalidationJMSPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : globalCacheInvalidationJMSPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : globalCacheInvalidationJMSPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,447]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher_1.0.0.xml
TID: [-1234] [] [2023-10-09 15:43:17,448]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : asyncWebhooksEventPublisher_1.0.0.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,448]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : asyncWebhooksEventPublisher-1.0.0  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,448]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher2.xml
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : jmsEventPublisher2.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : jmsEventPublisher2  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : asyncWebhooksEventPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : asyncWebhooksEventPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,449]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher_1.0.0_2.xml
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : asyncWebhooksEventPublisher_1.0.0_2.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : asyncWebhooksEventPublisher-1.0.0-2  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : cacheInvalidationEventJMSPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : cacheInvalidationEventJMSPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : cacheInvalidationJMSPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,450]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : asyncWebhooksEventPublisher2.xml
TID: [-1234] [] [2023-10-09 15:43:17,451]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : asyncWebhooksEventPublisher2.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,451]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : asyncWebhooksEventPublisher2  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,451]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : blockingEventJMSPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,453]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : blockingEventJMSPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,453]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : blockingEventJMSPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,453]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : tokenRevokeEventJMSPublisher_2.xml
TID: [-1234] [] [2023-10-09 15:43:17,454]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : tokenRevokeEventJMSPublisher_2.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,454]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : tokenRevocationJMSPublisher2  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,454]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher_1.10.0.xml
TID: [-1234] [] [2023-10-09 15:43:17,455]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : jmsEventPublisher_1.10.0.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,455]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : jmsEventPublisher-1.0.0  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,455]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : notificationEventJMSPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,456]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : notificationEventJMSPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,456]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : notificationJMSPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,456]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,457]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : jmsEventPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,457]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : jmsEventPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,457]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : keyTemplateEventPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,458]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : keyTemplateEventPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,458]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : keyTemplateEventPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,458]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : tokenRevokeEventJMSPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,460]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : tokenRevokeEventJMSPublisher.xml, waiting for Output Event Adapter dependency : jms
TID: [-1234] [] [2023-10-09 15:43:17,460]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : tokenRevocationJMSPublisher  is in inactive state because dependency could not be found : jms
TID: [-1234] [] [2023-10-09 15:43:17,460]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : HTTP-recommendationEventPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,461]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : HTTP-recommendationEventPublisher.xml, waiting for Output Event Adapter dependency : http-extended
TID: [-1234] [] [2023-10-09 15:43:17,461]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : HTTP-recommendationEventPublisher  is in inactive state because dependency could not be found : http-extended
TID: [-1234] [] [2023-10-09 15:43:17,461]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : EmailPublisher.xml
TID: [-1234] [] [2023-10-09 15:43:17,462]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher deployment held back and in inactive state : EmailPublisher.xml, waiting for Output Event Adapter dependency : email
TID: [-1234] [] [2023-10-09 15:43:17,462]  INFO {org.wso2.carbon.event.publisher.core.internal.CarbonEventPublisherService} - Event publisher : EmailPublisher  is in inactive state because dependency could not be found : email
TID: [-1234] [] [2023-10-09 15:43:17,484]  INFO {org.wso2.carbon.databridge.receiver.binary.internal.BinaryDataReceiverServiceComponent} - Binary Data Receiver server shutting down...
TID: [-1234] [] [2023-10-09 15:43:17,484]  INFO {org.wso2.carbon.databridge.receiver.binary.internal.BinaryDataReceiver} - Stopping Binary Server..
TID: [-1234] [] [2023-10-09 15:43:17,817]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Shutdown complete 
TID: [-1234] [] [2023-10-09 15:43:17,818]  INFO {org.wso2.carbon.core.init.CarbonServerManager} - Halting JVM 
TID: [2023-10-09 15:43:45,392]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/resources/security/sslprofiles.xml {org.wso2.config.mapper.ConfigParser}
TID: [2023-10-09 15:43:45,392]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/resources/security/listenerprofiles.xml {org.wso2.config.mapper.ConfigParser}
TID: [2023-10-09 15:43:45,392]  INFO {org.wso2.config.mapper.ConfigParser} - Configurations Changed in :repository/conf/deployment.toml {org.wso2.config.mapper.ConfigParser}
TID: [2023-10-09 15:43:45,392]  INFO {org.wso2.config.mapper.ConfigParser} - Overriding files in configuration directory /home/jospiado/Desktop/wso2am-4.1.0 {org.wso2.config.mapper.ConfigParser}
TID: [-1234] [] [2023-10-09 15:43:52,466]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Starting WSO2 Carbon...
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Operating System : Linux 5.15.0-56-generic, amd64
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Home        : /home/jospiado/.sdkman/candidates/java/11.0.19-amzn
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Version     : 11.0.19
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java VM          : OpenJDK 64-Bit Server VM 11.0.19+7-LTS,Amazon.com Inc.
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Carbon Home      : /home/jospiado/Desktop/wso2am-4.1.0
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - Java Temp Dir    : /home/jospiado/Desktop/wso2am-4.1.0/tmp
TID: [-1234] [] [2023-10-09 15:43:52,467]  INFO {org.wso2.carbon.core.internal.CarbonCoreActivator} - User             : jospiado, en-US, America/Sao_Paulo
TID: [-1234] [] [2023-10-09 15:43:52,641]  INFO {org.wso2.carbon.crypto.provider.internal.DefaultCryptoProviderComponent} - 'CryptoService.Secret' property has not been set. 'org.wso2.carbon.crypto.provider.SymmetricKeyInternalCryptoProvider' won't be registered as an internal crypto provider. Please set the secret if the provider needs to be registered.
TID: [-1234] [] [2023-10-09 15:43:53,206]  INFO {org.wso2.carbon.event.output.adapter.kafka.internal.ds.KafkaEventAdapterServiceDS} - Successfully deployed the Kafka output event adaptor service
TID: [-1234] [] [2023-10-09 15:43:53,545]  INFO {org.wso2.carbon.event.template.manager.core.internal.ds.TemplateDeployerServiceTrackerDS} - Successfully deployed the execution manager tracker service
TID: [-1234] [] [2023-10-09 15:43:55,340]  INFO {org.wso2.carbon.apimgt.eventing.hub.internal.ServiceComponent} - Eventing Hub ServiceComponent is activated
TID: [-1234] [] [2023-10-09 15:43:56,073]  WARN {org.apache.tomcat.util.digester.Digester} - Match [Server/Service/Engine/Host/Valve] failed to set property [maxDays] to []
TID: [-1234] [] [2023-10-09 15:43:57,482]  INFO {org.wso2.carbon.consent.mgt.core.internal.ConsentManagerComponent} - ConsentManagerComponent is activated.
TID: [-1234] [] [2023-10-09 15:43:57,738]  INFO {org.wso2.carbon.databridge.receiver.binary.internal.BinaryDataReceiverServiceComponent} - Binary Data Receiver server activated
TID: [-1234] [] [2023-10-09 15:43:57,753]  INFO {org.wso2.carbon.databridge.core.internal.DataBridgeDS} - Successfully deployed Agent Server 
TID: [-1234] [] [2023-10-09 15:43:58,298]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Configured Registry in 104ms
TID: [-1234] [] [2023-10-09 15:43:58,350]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at configregistry in 10ms
TID: [-1234] [] [2023-10-09 15:43:58,351]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at govregistry in 11ms
TID: [-1234] [] [2023-10-09 15:43:58,465]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at configregistry in 0ms
TID: [-1234] [] [2023-10-09 15:43:58,466]  INFO {org.wso2.carbon.registry.core.jdbc.EmbeddedRegistryService} - Connected to mount at govregistry in 1ms
TID: [-1234] [] [2023-10-09 15:43:58,476]  INFO {org.wso2.carbon.registry.core.internal.RegistryCoreServiceComponent} - Registry Mode    : READ-WRITE
TID: [-1234] [] [2023-10-09 15:43:58,778]  INFO {org.wso2.carbon.metrics.impl.util.JmxReporterBuilder} - Creating JMX reporter for Metrics with domain 'org.wso2.carbon.metrics'
TID: [-1234] [] [2023-10-09 15:43:58,782]  INFO {org.wso2.carbon.metrics.impl.reporter.AbstractReporter} - Started JMX reporter for Metrics
TID: [-1234] [] [2023-10-09 15:44:02,664]  INFO {org.wso2.carbon.registry.indexing.solr.SolrClient} - Default Embedded Solr Server Initialized
TID: [-1234] [] [2023-10-09 15:44:02,995]  INFO {org.wso2.carbon.user.core.internal.UserStoreMgtDSComponent} - Carbon UserStoreMgtDSComponent activated successfully.
TID: [-1234] [] [2023-10-09 15:44:07,244]  INFO {org.wso2.carbon.identity.user.store.configuration.deployer.UserStoreConfigurationDeployer} - User Store Configuration Deployer initiated.
TID: [-1234] [] [2023-10-09 15:44:07,244]  INFO {org.wso2.carbon.identity.user.store.configuration.deployer.UserStoreConfigurationDeployer} - User Store Configuration Deployer initiated.
TID: [-1234] [] [2023-10-09 15:44:08,958]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WSS Sender started
TID: [-1234] [] [2023-10-09 15:44:08,964]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSender} - Initializing Pass-through HTTP/S Sender...
TID: [-1234] [] [2023-10-09 15:44:09,071]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSender} - Pass-through HTTP Sender started...
TID: [-1234] [] [2023-10-09 15:44:09,071]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSSLSender} - Initializing Pass-through HTTP/S Sender...
TID: [-1234] [] [2023-10-09 15:44:09,090]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - customSSLProfiles configuration is loaded from path: /home/jospiado/Desktop/wso2am-4.1.0/repository/resources/security/sslprofiles.xml
TID: [-1234] [] [2023-10-09 15:44:09,090]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - HTTPS Loading custom SSL profiles for the HTTPS sender
TID: [-1234] [] [2023-10-09 15:44:09,099]  INFO {org.apache.synapse.transport.nhttp.config.ClientConnFactoryBuilder} - HTTPS Custom SSL profiles initialized for 1 servers
TID: [-1234] [] [2023-10-09 15:44:09,101]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpSSLSender} - Pass-through HTTPS Sender started...
TID: [-1234] [] [2023-10-09 15:44:09,120]  INFO {org.wso2.carbon.websocket.transport.WebsocketTransportSender} - WS Sender started
TID: [-1234] [] [2023-10-09 15:44:09,169]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpListener} - Initializing Pass-through HTTP/S Listener...
TID: [-1234] [] [2023-10-09 15:44:09,223]  INFO {org.apache.synapse.transport.passthru.PassThroughHttpMultiSSLListener} - Initializing Pass-through HTTP/S Listener...
